Timestamp,Ax,Ay,Az,Rx,Ry,Rz,Temp,Pressure
1892509,-0.088816,-0.00122,0.020008,125.947502,-5.95,-5.215,nan,nan
1892519,-0.087352,0.001464,0.019764,126.105003,-6.265,-4.655,nan,nan
1892529,-0.085156,0,0.02196,126.192497,-6.615,-4.13,nan,nan
1892539,-0.085888,0.000976,0.024644,126.035004,-6.9125,-3.43,nan,nan
1892549,-0.082472,-0.001952,0.024888,125.544998,-7.1225,-3.115,nan,nan
1892559,-0.081008,-0.002196,0.025376,125.230003,-7.0875,-2.835,nan,nan
1892569,-0.081984,0.000488,0.022936,124.7575,-7.0875,-2.8525,nan,nan
1892579,-0.082716,-0.001708,0.0244,124.232498,-7.14,-2.94,nan,nan
1892589,-0.081496,-0.000732,0.02684,123.900002,-7.245,-3.0275,nan,nan
1892599,-0.081984,-0.000488,0.030256,123.724998,-7.42,-3.185,nan,nan
1892609,-0.080032,0.003172,0.030012,123.497498,-7.49,-3.3775,nan,nan
1892619,-0.083448,0.003416,0.031476,123.339996,-7.42,-3.5875,nan,nan
1892629,-0.08418,0.00488,0.030012,123.7425,-7.0175,-3.3775,nan,nan
1892639,-0.082472,0.001464,0.02806,123.637497,-6.335,-3.29,nan,nan
1892649,-0.083448,-0.0061,0.030988,122.972504,-5.425,-3.01,nan,nan
1892659,-0.086864,-0.002684,0.030744,122.377502,-4.725,-2.45,nan,nan
1892669,-0.079544,-0.00122,0.031232,122.43,-3.9725,-1.925,nan,nan
1892679,-0.0793,0.008784,0.025864,122.097504,-3.325,-1.785,nan,nan
1892689,-0.07686,0.00244,0.021472,121.537498,-3.01,-1.9075,nan,nan
1892699,-0.075152,-0.002196,0.022204,120.330002,-2.7825,-2.0125,nan,nan
1892709,-0.074664,0.000732,0.017568,118.754997,-2.7825,-1.96,nan,nan
1892719,-0.077104,0.002196,0.01586,118.072502,-2.8525,-1.7675,nan,nan
1892729,-0.076128,0.009516,0.01952,117.635002,-2.73,-1.8725,nan,nan
1892739,-0.074664,0.012932,0.019032,117.127502,-2.765,-2.3275,nan,nan
1892749,-0.0732,0.00732,0.018544,116.830002,-2.94,-2.7825,nan,nan
1892759,-0.071248,0.005124,0.020984,116.620003,-3.22,-2.9225,nan,nan
1892769,-0.068808,0.007808,0.022936,116.287498,-3.4825,-3.045,nan,nan
1892779,-0.067832,0.008052,0.0183,116.217499,-3.5875,-3.29,nan,nan
1892789,-0.068564,0.010248,0.020008,116.077499,-3.71,-3.4825,nan,nan
1892799,-0.067832,0.000732,0.020984,115.832497,-3.8675,-3.605,nan,nan
1892809,-0.068564,0.008052,0.024156,115.220001,-3.955,-3.7625,nan,nan
1892819,-0.06588,0.009028,0.019032,114.747498,-3.9375,-3.9375,nan,nan
1892829,-0.066856,0.006588,0.022936,114.449997,-3.955,-4.1125,nan,nan
1892839,-0.064904,0.002684,0.016592,113.907501,-3.955,-4.13,nan,nan
1892849,-0.064416,0.006588,0.017324,113.347504,-3.955,-4.34,nan,nan
1892859,-0.06222,0.008052,0.019032,113.172501,-4.095,-4.5325,nan,nan
1892869,-0.065392,0.004392,0.015128,112.997498,-4.2875,-4.8825,nan,nan
1892876,-0.065636,0.004392,0.016104,112.805,-4.445,-4.9,nan,nan
1892886,-0.064172,0.008296,0.018056,112.3675,-4.5325,-4.935,nan,nan
1892896,-0.063928,0.007808,0.016104,111.754997,-4.7775,-4.9525,nan,nan
1892906,-0.061976,0.011224,0.017568,111.317497,-5.04,-4.9875,nan,nan
1892916,-0.061732,0.013664,0.016592,111.177498,-5.2325,-4.9525,nan,nan
1892926,-0.061,0.011712,0.01708,110.967499,-5.3725,-5.11,nan,nan
1892936,-0.058072,0.010492,0.015128,110.7575,-5.39,-5.2675,nan,nan
1892946,-0.056852,0.01098,0.013664,110.302498,-5.4425,-5.4075,nan,nan
1892956,-0.060024,0.01464,0.013664,109.830002,-5.74,-5.5825,nan,nan
1892966,-0.060024,0.01708,0.014396,109.672501,-5.845,-6.02,nan,nan
1892976,-0.057828,0.011956,0.011956,109.287498,-5.88,-6.44,nan,nan
1892986,-0.057584,0.010004,0.012932,108.989998,-6.16,-6.7375,nan,nan
1892996,-0.057096,0.009516,0.013908,108.8675,-6.3875,-6.93,nan,nan
1893006,-0.056364,0.004148,0.01464,108.447502,-6.7025,-7.4025,nan,nan
1893016,-0.053436,0.000488,0.012444,108.097504,-6.9475,-7.7175,nan,nan
1893026,-0.056364,0.00122,0.01342,107.327499,-7.1925,-7.945,nan,nan
1893036,-0.054656,-0.001464,0.0122,106.767502,-7.385,-8.19,nan,nan
1893046,-0.05368,0.000488,0.01708,105.857498,-7.735,-8.3475,nan,nan
1893056,-0.051728,-0.00122,0.014884,105.297501,-7.875,-8.4,nan,nan
1893066,-0.050996,-0.001464,0.017812,105.035004,-8.155,-8.295,nan,nan
1893076,-0.053924,0.001464,0.01952,104.597504,-8.3825,-8.2075,nan,nan
1893086,-0.052704,0.002928,0.01464,104.107498,-8.645,-8.085,nan,nan
1893096,-0.054412,0.00488,0.019032,103.967499,-8.7675,-7.8225,nan,nan
1893106,-0.05124,-0.00244,0.019276,103.669998,-8.715,-7.735,nan,nan
1893116,-0.052216,-0.000244,0.017812,103.162498,-8.8025,-7.525,nan,nan
1893126,-0.049044,-0.001952,0.01342,103.110001,-8.7675,-7.5425,nan,nan
1893136,-0.047336,0.003416,0.01708,103.092499,-8.89,-7.6125,nan,nan
1893146,-0.047092,-0.005368,0.018544,103.232498,-8.8725,-7.5775,nan,nan
1893156,-0.048556,-0.001952,0.01586,103.040001,-8.855,-7.5075,nan,nan
1893166,-0.046116,-0.003416,0.016836,102.987503,-8.9075,-7.5075,nan,nan
1893176,-0.04758,-0.005368,0.01708,102.392502,-8.925,-7.3675,nan,nan
1893186,-0.045628,-0.005856,0.019032,102.217499,-8.89,-7.21,nan,nan
1893196,-0.046604,-0.002196,0.016836,102.182503,-8.8375,-7.0175,nan,nan
1893206,-0.045872,-0.00366,0.016348,101.9375,-8.925,-6.965,nan,nan
1893216,-0.044164,-0.007076,0.019276,101.342499,-8.9775,-6.755,nan,nan
1893226,-0.044164,-0.005124,0.02074,100.870003,-9.0125,-6.4225,nan,nan
1893236,-0.04514,-0.005124,0.01708,100.519997,-8.9775,-6.16,nan,nan
1893246,-0.041968,-0.005612,0.016836,99.889999,-8.9425,-5.88,nan,nan
1893256,-0.043188,-0.005124,0.0183,99.137497,-8.9775,-5.6525,nan,nan
1893266,-0.0427,-0.00488,0.019764,98.629997,-8.925,-5.4775,nan,nan
1893276,-0.040748,-0.004392,0.018056,98.262497,-8.75,-5.32,nan,nan
1893286,-0.0427,-0.001708,0.020008,97.807503,-8.8375,-5.11,nan,nan
1893296,-0.042456,-0.003416,0.019032,97.370003,-8.8025,-5.11,nan,nan
1893306,-0.04026,-0.003904,0.019032,97.089996,-8.82,-5.0925,nan,nan
1893316,-0.039528,-0.004636,0.0183,96.792503,-8.7675,-5.0575,nan,nan
1893326,-0.039284,-0.006832,0.018544,96.565002,-8.6625,-4.7775,nan,nan
1893336,-0.040748,-0.007076,0.018056,96.127502,-8.54,-4.3925,nan,nan
1893346,-0.041968,-0.007564,0.016104,95.602501,-8.295,-4.13,nan,nan
1893356,-0.040992,-0.007564,0.017812,95.059998,-8.0675,-3.8325,nan,nan
1893366,-0.04026,-0.002196,0.018056,94.482498,-7.7875,-3.64,nan,nan
1893376,-0.037576,-0.004148,0.01586,93.834999,-7.5425,-3.675,nan,nan
1893386,-0.035624,-0.001708,0.01342,93.292503,-7.315,-3.78,nan,nan
1893396,-0.036356,-0.005368,0.01342,92.907501,-7.35,-3.7625,nan,nan
1893406,-0.036112,0.001708,0.012444,92.697502,-7.385,-3.745,nan,nan
1893416,-0.034648,0.000244,0.010736,92.522499,-7.28,-3.8325,nan,nan
1893426,-0.034648,-0.002928,0.010004,92.260002,-7.14,-3.85,nan,nan
1893436,-0.03172,-0.00366,0.008052,91.682503,-7.0875,-3.85,nan,nan
1893446,-0.034648,-0.00244,0.009028,91.315002,-7.2275,-3.8675,nan,nan
1893456,-0.033672,-0.00366,0.01098,91.105003,-7.4375,-3.885,nan,nan
1893466,-0.03172,-0.003172,0.009516,90.684998,-7.49,-3.8325,nan,nan
1893476,-0.032452,-0.002196,0.01098,90.282501,-7.7,-3.7625,nan,nan
1893486,-0.030256,-0.00122,0.009516,90.089996,-7.8575,-3.7625,nan,nan
1893496,-0.032696,-0.003416,0.009028,89.967499,-8.05,-3.7625,nan,nan
1893506,-0.032208,-0.00244,0.007564,89.599998,-8.1725,-3.745,nan,nan
1893516,-0.0305,-0.001952,0.008052,89.092499,-8.2425,-3.5875,nan,nan
1893526,-0.028548,-0.00122,0.00732,88.900002,-8.26,-3.57,nan,nan
1893536,-0.028304,-0.000244,0.008052,88.830002,-8.3825,-3.5525,nan,nan
1893546,-0.029768,-0.000488,0.007564,88.514999,-8.47,-3.5175,nan,nan
1893556,-0.027084,-0.001464,0.007564,88.392502,-8.645,-3.465,nan,nan
1893566,-0.028792,0.000488,0.007076,88.252502,-8.6975,-3.5,nan,nan
1893576,-0.026108,-0.001464,0.006832,88.129997,-8.7675,-3.4125,nan,nan
1893586,-0.027084,-0.002196,0.006588,87.815002,-8.82,-3.4825,nan,nan
1893596,-0.026596,-0.00244,0.006344,87.745003,-8.925,-3.36,nan,nan
1893606,-0.027816,-0.00366,0.005368,87.394997,-8.96,-3.2375,nan,nan
1893616,-0.02806,-0.001952,0.005612,87.0625,-9.0475,-2.9925,nan,nan
1893626,-0.026108,-0.00122,0.007076,86.957497,-8.925,-2.9225,nan,nan
1893636,-0.02562,-0.004636,0.009516,86.922501,-8.6975,-2.835,nan,nan
1893646,-0.025132,-0.003172,0.010004,86.607498,-8.3475,-2.6775,nan,nan
1893656,-0.027084,-0.006588,0.01098,86.362503,-7.84,-2.4675,nan,nan
1893666,-0.021716,-0.003904,0.001952,86.099998,-7.5775,-2.3625,nan,nan
1893676,-0.026596,-0.000488,0.003416,85.907501,-7.6475,-2.38,nan,nan
1893686,-0.023424,0.004636,-0.006344,86.205002,-7.84,-2.4675,nan,nan
1893696,-0.022204,0.007808,-0.013664,86.099998,-8.645,-3.0975,nan,nan
1893706,-0.021716,0.000732,-0.016348,85.627502,-9.94,-3.85,nan,nan
1893716,-0.014152,-0.006832,-0.009272,85.260002,-11.2,-4.305,nan,nan
1893726,-0.019276,-0.007564,-0.00122,84.717499,-12.145,-4.1825,nan,nan
1893736,-0.021472,-0.006588,0.000488,84.629997,-12.2675,-3.8325,nan,nan
1893746,-0.025864,-0.007808,0.004392,84.577499,-12.18,-3.4475,nan,nan
1893756,-0.02318,-0.007808,0.002196,84.559998,-12.04,-3.0625,nan,nan
1893766,-0.020496,-0.008052,-0.000488,84.402496,-12.0925,-2.8875,nan,nan
1893776,-0.021472,-0.003904,-0.003172,84.279999,-12.32,-2.8525,nan,nan
1893786,-0.018544,-0.005612,-0.003172,83.982498,-12.6175,-2.87,nan,nan
1893796,-0.016348,-0.004148,-0.002684,83.877502,-12.915,-3.0975,nan,nan
1893806,-0.019276,-0.005124,-0.002196,83.684998,-13.1425,-3.2725,nan,nan
1893816,-0.019276,-0.00732,-0.00244,83.440002,-13.335,-3.3775,nan,nan
1893826,-0.017324,-0.007076,-0.001952,82.932503,-13.58,-3.4475,nan,nan
1893836,-0.019764,-0.005124,-0.004148,82.739998,-13.615,-3.64,nan,nan
1893846,-0.017568,-0.002928,-0.002928,82.547501,-13.79,-3.815,nan,nan
1893856,-0.017324,-0.004148,-0.00244,82.355003,-13.825,-4.025,nan,nan
1893866,-0.01586,-0.003416,-0.006344,82.18,-13.8425,-4.3575,nan,nan
1893876,-0.019276,-0.003904,-0.001708,82.144997,-14.035,-4.725,nan,nan
1893886,-0.0183,-0.005368,-0.000488,82.092499,-13.965,-4.9875,nan,nan
1893896,-0.0244,-0.038308,-0.008296,81.637497,-13.8425,-4.8475,nan,nan
1893906,-0.022692,-0.021228,-0.00976,80.360001,-13.9475,-3.9375,nan,nan
1893916,-0.014152,-0.042212,-0.02684,80.307503,-15.0675,-2.31,nan,nan
1893926,-0.01342,-0.015616,-0.008296,79.834999,-17.535,1.8725,nan,nan
1893936,-0.02318,-0.014152,0.00122,79.677498,-17.885,1.8725,nan,nan
1893946,-0.011712,-0.014884,-0.011956,79.415001,-17.780001,2.0475,nan,nan
1893956,-0.014152,-0.01464,-0.003416,79.135002,-18.182501,2.31,nan,nan
1893966,-0.01708,-0.019032,-0.004392,78.82,-18.4625,2.625,nan,nan
1893976,-0.017812,-0.014884,-0.00366,78.557503,-18.655001,2.94,nan,nan
1893986,-0.016836,-0.016836,-0.005612,78.3825,-18.952499,3.325,nan,nan
1893996,-0.016836,-0.016836,-0.004392,78.120003,-19.1625,3.605,nan,nan
1894006,-0.015128,-0.019276,-0.00244,77.892502,-19.389999,3.99,nan,nan
1894016,-0.015372,-0.020008,-0.00488,77.699997,-19.530001,4.2875,nan,nan
1894026,-0.016836,-0.02196,-0.004148,77.279999,-19.844999,4.8475,nan,nan
1894036,-0.016836,-0.019032,-0.004636,76.894997,-19.950001,5.25,nan,nan
1894046,-0.01586,-0.01952,-0.006588,76.6325,-20.125,5.6,nan,nan
1894056,-0.015616,-0.020008,-0.005124,76.160004,-20.264999,5.95,nan,nan
1894136,-0.015372,-0.021716,-0.001952,73.955002,-20.93,9.6425,nan,nan
1894145,-0.01464,-0.022448,-0.000976,73.745003,-20.9825,10.045,nan,nan
1894155,-0.01342,-0.02318,-0.001952,73.377502,-21,10.4825,nan,nan
1894165,-0.013664,-0.023912,-0.000976,73.167503,-21.07,10.8675,nan,nan
1894175,-0.014884,-0.022204,-0.001952,72.904999,-21.0875,11.27,nan,nan
1894185,-0.014884,-0.025132,-0.001952,72.589996,-21.157499,11.6025,nan,nan
1894195,-0.012932,-0.024888,-0.00122,72.292503,-21.122499,12.04,nan,nan
1894205,-0.01464,-0.024644,0,71.855003,-21.122499,12.3725,nan,nan
1894215,-0.013908,-0.025132,-0.000244,71.557503,-21.0875,12.81,nan,nan
1894225,-0.012688,-0.0244,-0.001952,71.137497,-21.07,13.2475,nan,nan
1894235,-0.013908,-0.023912,0.000244,70.875,-20.965,13.685,nan,nan
1894245,-0.012932,-0.024156,-0.000732,70.542503,-20.895,14.3675,nan,nan
1894255,-0.012688,-0.022448,0.001708,70.105003,-20.737499,14.805,nan,nan
1894265,-0.014884,-0.022692,0,70.017502,-20.702499,15.3125,nan,nan
1894275,-0.01342,-0.024156,0.000976,69.860001,-20.58,15.75,nan,nan
1894285,-0.01464,-0.023424,-0.000244,69.5625,-20.405001,16.2575,nan,nan
1894295,-0.012688,-0.023912,-0.000488,69.544998,-20.422501,16.66,nan,nan
1894305,-0.01342,-0.023668,-0.001464,69.247498,-20.247499,17.1325,nan,nan
1894315,-0.011712,-0.023912,-0.001464,69.055,-20.09,17.622499,nan,nan
1894325,-0.012688,-0.022204,-0.002196,68.775002,-19.915001,18.0425,nan,nan
1894335,-0.013176,-0.024644,-0.001952,68.529999,-19.7575,18.48,nan,nan
1894345,-0.013664,-0.024156,-0.000488,68.267502,-19.67,18.865,nan,nan
1894355,-0.013908,-0.023668,-0.000244,67.8125,-19.355,19.512501,nan,nan
1894365,-0.011224,-0.023912,-0.001464,67.550003,-19.1625,19.879999,nan,nan
1894375,-0.012444,-0.024156,-0.001464,67.252502,-18.987499,20.247499,nan,nan
1894383,-0.012932,-0.026352,-0.001464,66.919998,-18.795,20.5625,nan,nan
1894393,-0.011712,-0.027084,-0.001708,66.57,-18.690001,20.9125,nan,nan
1894403,-0.011224,-0.023424,0.000488,66.1325,-18.584999,21.297501,nan,nan
1894413,-0.012932,-0.026596,-0.000244,65.764999,-18.497499,21.682501,nan,nan
1894423,-0.013176,-0.025132,0.000732,65.537498,-18.375,21.997499,nan,nan
1894433,-0.01098,-0.025376,0,65.309998,-18.252501,22.3825,nan,nan
1894443,-0.010736,-0.024888,0.000732,65.082497,-18.147499,22.6625,nan,nan
1894453,-0.012688,-0.026108,-0.000244,64.82,-17.9725,23.0825,nan,nan
1894463,-0.013176,-0.026352,0.001708,64.487503,-17.8325,23.450001,nan,nan
1894473,-0.01098,-0.026108,-0.000488,64.294998,-17.692499,23.782499,nan,nan
1894483,-0.013664,-0.028548,0.001952,63.945,-17.5525,24.15,nan,nan
1894493,-0.011956,-0.02684,0.000976,63.682499,-17.360001,24.727501,nan,nan
1894503,-0.0122,-0.025376,0.000244,63.5075,-17.184999,25.112499,nan,nan
1894513,-0.011468,-0.027084,0.000488,63.349998,-17.0625,25.514999,nan,nan
1894523,-0.011468,-0.024888,0.000488,63.174999,-16.870001,25.865,nan,nan
1894533,-0.013664,-0.02562,0.001708,63.07,-16.6775,26.285,nan,nan
1894543,-0.013176,-0.027328,0.002928,62.877499,-16.5375,26.705,nan,nan
1894553,-0.012688,-0.02928,0.00122,62.580002,-16.327499,27.0375,nan,nan
1894563,-0.01098,-0.028548,0.002684,62.369999,-16.2225,27.405001,nan,nan
1894573,-0.011956,-0.02806,0.00244,62.177502,-15.96,27.719999,nan,nan
1894583,-0.0122,-0.028548,0.001464,61.845001,-15.715,28.0875,nan,nan
1894593,-0.011956,-0.02684,0.000732,61.512501,-15.3825,28.700001,nan,nan
1894603,-0.014152,-0.029524,0.000732,61.337502,-15.1375,28.98,nan,nan
1894613,-0.012444,-0.030012,0,61.092499,-14.9275,29.365,nan,nan
1894623,-0.011956,-0.02806,0.000244,60.8475,-14.6125,29.7675,nan,nan
1894633,-0.0122,-0.02806,0.001952,60.619999,-14.35,30.030001,nan,nan
1894643,-0.011956,-0.029036,0.001952,60.322498,-14.0875,30.415001,nan,nan
1894653,-0.0122,-0.030988,0.000976,60.130001,-13.825,30.764999,nan,nan
1894663,-0.011712,-0.032696,0.000976,59.955002,-13.5975,31.045,nan,nan
1894673,-0.011468,-0.031476,0.000488,59.762501,-13.37,31.465,nan,nan
1894683,-0.011224,-0.033916,0.000732,59.482498,-13.125,31.815001,nan,nan
1894693,-0.0122,-0.031232,0.000732,59.044998,-12.8275,32.322498,nan,nan
1894703,-0.013908,-0.03172,0.000488,58.677502,-12.5125,32.689999,nan,nan
1894713,-0.0122,-0.031232,0,58.502499,-12.3375,33.040001,nan,nan
1894723,-0.0122,-0.034892,-0.000488,58.169998,-12.11,33.372501,nan,nan
1894733,-0.011712,-0.033916,0.000488,57.872501,-11.83,33.775002,nan,nan
1894743,-0.013664,-0.033428,0.000488,57.697498,-11.6725,34.09,nan,nan
1894753,-0.0122,-0.035868,0.000732,57.3125,-11.3925,34.404999,nan,nan
1894763,-0.012932,-0.0366,0.00122,57.172501,-11.235,34.737499,nan,nan
1894773,-0.014396,-0.037088,0.000976,56.752499,-11.095,35.174999,nan,nan
1894783,-0.0122,-0.037332,0.000976,56.349998,-10.7975,35.5425,nan,nan
1894793,-0.011224,-0.036844,-0.000732,55.947498,-10.6225,35.91,nan,nan
1894803,-0.012932,-0.037332,0.000244,55.5275,-10.2725,36.522499,nan,nan
1894813,-0.01464,-0.037332,0.000488,55.282501,-10.045,36.942501,nan,nan
1894823,-0.013176,-0.037332,0.001464,54.985001,-9.765,37.345001,nan,nan
1894833,-0.0122,-0.038064,0.000732,54.547501,-9.59,37.747501,nan,nan
1894843,-0.012932,-0.038064,0.000244,54.302502,-9.3975,38.185001,nan,nan
1894853,-0.014884,-0.040504,0.000976,54.022499,-9.1175,38.587502,nan,nan
1894863,-0.014396,-0.038552,0.000732,53.602501,-8.89,38.990002,nan,nan
1894873,-0.0122,-0.03904,0.000976,53.392502,-8.68,39.445,nan,nan
1894883,-0.01464,-0.03904,0.00244,53.130001,-8.4175,39.830002,nan,nan
1894893,-0.016592,-0.038064,0.000976,52.9025,-8.2075,40.32,nan,nan
1894903,-0.014884,-0.041236,0.00244,52.657501,-7.8225,40.915001,nan,nan
1894913,-0.01586,-0.04148,-0.000244,52.342499,-7.525,41.264999,nan,nan
1894923,-0.016592,-0.039772,0.000732,52.220001,-7.35,41.720001,nan,nan
1894933,-0.016836,-0.042456,0.002196,51.9575,-7.14,42.105,nan,nan
1894943,-0.016348,-0.045384,0.000732,51.712502,-6.86,42.5425,nan,nan
1894953,-0.015616,-0.044164,0.00122,51.310001,-6.51,42.892502,nan,nan
1894963,-0.016836,-0.044652,0.00244,51.0825,-6.335,43.3475,nan,nan
1894973,-0.01586,-0.04514,0.00244,50.627499,-6.02,43.732498,nan,nan
1894983,-0.01708,-0.044652,0.001952,50.3125,-5.705,44.1875,nan,nan
1894993,-0.01708,-0.046604,-0.000244,49.997501,-5.4775,44.555,nan,nan
